rating	review
1	Over all Pura khana Hi khrab tha please  bhai log yha s order nai krna Chikki dete h <br/>sweet  bolkr
2	chole mahek raha hii baadi diya hi
5	okay 
1	i ordered palak khichdi and received this paneer rice. horrible i will not eat it for sure. kya order Karte hai aur kya bhejte hain????
1	it was ok not so good
1	supar
5	very testy 
1	need to work on jeera rice
1	added butter in option ..<br/>but it was not added to my food
1	no achar 
5	its very nice 
5	tomato catchup 
1	no velu of money not setisfid 
5	dear Zomato customer pls don't try this restaurant . quality of food very bad 
5	3rd class quality 
5	thank you for good experience.
1	quality of butter milk not satisfied. butter milk is full of water without any taste.
1	Everything was very cold
5	obeyed instructions 
1	goid
1	Keep up the good taste ! Will order again
1	A bit of disappointment the price online is much higher than the in house menu . No idea why because I don't think the packaging would cost 100 rupee more . Plus Zomato charges for delivery.
3	Keep up the same taste !! Will order again.
1	Pathetic food
5	they sent the wrong order ....<br/><br/>ordered for Jamun they sent Grapes and strawberry....<br/>not recommended <br/>
5	good rabri
5	top
3	nice
1	પ્લેન મઠો મંગાવો નહીં બહાર ફેંકવો પડશે.પાઈનેપલ મઠો બેસ્ટ છે. પાઈનેપલ ની જગ્યાએ ભૂલમાં પ્લેન મંગાવ્યો બધાએ એક ચમચી ખાઈ  કચરા પેટી નાખ્યો.
5	ordered dry fruit but received dp cold coco<br/><br/>it is taste less
5	mango lassi is not cold....and dry fruits lassi is cold n good
5	nice 
5	good 
4	Momos were delicious and crispy. Tried gravy momos from the chefs special section and they were awesome. 
4	Hi Guys. Do try this new outlet for some good momos and fast food. They may be new on the block but they most certainly know to get good food right!
2	amazing!<br/>must try if you are a momos lover and struggling to have good momos in surat.<br/>If you only like momos then you should definitely have this one and if you don't like momos then to super-duper try.<br/>
5	amazing!<br/>must try if you are a momos lover and struggling to have good momos in surat.<br/>If you only like momos then you should definitely have this one and if you don't like momos then to super-duper try.<br/>
5	amazing!<br/>must try if you are a momos lover and struggling to have good momos in surat.<br/>If you only like momos then you should definitely have this one and if you don't like momos then to super-duper try.<br/>
5	amazing!<br/>must try if you are a momos lover and struggling to have good momos in surat.<br/>If you only like momos then you should definitely have this one and if you don't like momos then to super-duper try.<br/>
5	amazing!<br/>must try if you are a momos lover and struggling to have good momos in surat.<br/>If you only like momos then you should definitely have this one and if you don't like momos then to super-duper try.<br/>
5	amazing!<br/>must try if you are a momos lover and struggling to have good momos in surat.<br/>If you only like momos then you should definitely have this one and if you don't like momos then to super-duper try.<br/>
5	amazing!<br/>must try if you are a momos lover and struggling to have good momos in surat.<br/>If you only like momos then you should definitely have this one and if you don't like momos then to super-duper try.<br/>
5	amazing!<br/>must try if you are a momos lover and struggling to have good momos in surat.<br/>If you only like momos then you should definitely have this one and if you don't like momos then to super-duper try.<br/>
5	amazing!<br/>must try if you are a momos lover and struggling to have good momos in surat.<br/>If you only like momos then you should definitely have this one and if you don't like momos then to super-duper try.<br/>
5	amazing!<br/>must try if you are a momos lover and struggling to have good momos in surat.<br/>If you only like momos then you should definitely have this one and if you don't like momos then to super-duper try.<br/>
5	amazing!<br/>must try if you are a momos lover and struggling to have good momos in surat.<br/>If you only like momos then you should definitely have this one and if you don't like momos then to super-duper try.<br/>
1	And the Rabdi should also be a little more thick 👍
4	u can see i throw all sweet at dustbin. this is a review for restaurant.
1	Basundi was very tasty 
5	very nice 
5	good👍
5	they didn't less the box weight. they gave sweets 500 gram with box
2	Order Canceled but not received refund 😕 
5	good
5	instand of Gulab Jamun received Rasgulla...not fair
1	EXCELLENT
5	Taste is very good. I often take sweets from here. He also resolved query if any raised.
1	it was okay type. little sugar free. not like exquisite.
5	really bad taste of rasmalai the worst I've had so far 
5	I got my order and it taste like old food and also smells like it has been non-eatable
5	There was no difference between motichoor laddu and besan fry fruit laddu. Absolutely unacceptable
5	Not recommended.
5	very bad
1	test great but mrp208
5	salt was less and paneer wasn't crispy. 
5	so bed in my order 🤬😡😡🤬😡😡🤬😡😡😡🤬😡😱😰😰😰😰
5	very nice 
5	good
5	best quality 
5	not so good 
5	to much garam masala
5	Not good
5	pls ask any customer before order please
5	quantity of chole was so meagre that half of the rice we have to eat without curry.
5	ghatiya ek dum fir kabhi mangvaneka man nahi karega aur shayad tak refund hi mangna chahye
5	happy anniversary was the occasion and given happy Birthday??what kind of attention given ?
5	cake not received in good condition 
5	Good Taste
5	Don't buy
5	There were no party whooper with cake
5	preparation time took too long
5	The delivery of the order was too late.. It was not good 
1	recieved defect cake....Not possible to eat also
5	Don’t like service tooo late delivery <br/>I hate zomato service
1	super soft mouth melting delicious cake...........
1	the cake was amazing... u must try once u won't regret 
1	Swiss chocolate cake from Twisted cake<br/><br/>Very good experience overall 10/10<br/><br/>Taste very very yummy 10/10<br/>Balance sugar.. fresh creamy… <br/><br/>Look 10/10<br/>Exact look as shown <br/><br/>And main thing is that they make it after order. So always get fresh.
1	it took almost three hours to submit the parcel.. 
5	Bakwaas Test........................................
1	cake was good but biscuit are not all over its good 
2	Make fresh cake and delicious <br/>We were so overwhelmed getting fresh order and made over day
1	not so good
3	bad taste😡😡😡
4	The dimsums were reallt very bad in taste and smell was worst very disappointing
3	Guys don’t spoil your name by sending stale food as the paneer was very very rubbbery and I had to throw the whole dish away
5	why there is difference in my bill which I have paid already and got.
5	Worst experience ever..it was delayed by 30 minutes and they had mentioned wrong address
3	Not worth for money
1	very bad experience i ll not ordering from this restaurant 
1	Good taste
1	exquisite taste. Authentic preparation. Good enough to go for two. 
3	Very spicy
1	I like stir fry food
5	food was good but it was delivered very very late more than 1.5 hr from order to delivery
5	Food was made to perfection. I could definitely see the Authentic hint that they were trying to give.. definitely getting many more orders from me and my family… thanks for the great food and keep up the good work♥️
5	with out cutlery how u can think that ill eat this?
5	too spicy can't eat it...full of red chillies
1	Chicken butter garlic fried rice.. Quantity was too less.. Taste was below average.. Not recommended
5	the taste was nice but black pepper was not crushed properly. and the brownie was hard it wasn't fresh
1	Mr chando and Akash give best service to us <br/>He is good person <br/>Food is excellent and good quality <br/>Served us very well……….
5	It's was Greatly experience of hospitality at Pavilion restaurant Thank You so much Zomato for  best Restaurant suggest to me.<br/>And Thank Pavilion Team 👍😊
5	Food and ambience are excellent but the lady at the front desk Gayatri is extremely rude.... and special shout out to maanbahadur who attended us very nicely and was always on his toes to help us .... 
5	Food quality and taste is good and good service by Mr  Manbahadur and the whole team....nice ambience..must visit 
1	Rotten and stinking pasta sent by pavilion
4	Very nice place the food was very delicious<br/>And Mr. Pravin D'suoza is very kind honest and helpful person and hardworking too<br/>Please visit here 😊
5	its messy. veg is not crunchy anymore. please separate the cheese if its liquid.
1	it was DISCRIMINATING i loved it a lot 
5	Ordering something for lunch and getting this was like a day spoiler. Tried this restaurant for the 1st time and now the last time for surw
2	Just The ambience is good and rest of all other things are worst. Definitely not value for money.<br/>Tasteless food. Just waste of money. Like price is so high but the food served &amp; the quality is too low. Pls don't visit if you going by just listing the name my experience was bad. Non recommend to others if you ask me there are much more better restaurant in town.<br/>
1	nt testy
2	testy
5	Dhosa taste was superb.. we order 'Gotalo' Dhosa as per manager's suggession and taste was awesome. Good and fast service... one man frequently serving sambhar and chatni. Lots of variety of Dosa and in very affordable prices...
5	didn't add my note
5	The cheesecake didn't taste as it's usual. It was sour and hard today. Disappointing 
5	Highly highly disappointed! Ordered caramel latte it was fine not but ! But apart from that cheese cake and Basil Tomato Bagel was HIGHLY DISAPPOINTED! 
5	coffee got spilt in the polybag. intact packaging would be helpful.
4	it really taste Japanese you can say authentic Japanese food 
5	Very good food. 
5	bad experience never recomment
4	not food 
5	I ordered bhel all I get onion and tomato there was hardly any 🌽 corn my advice to y' all should change name to online 🧅 tomatoes 🍅 bhel
4	its tasteless there is no taste at all in water as if its just green water with not a single taste of pani puri
5	Not recommended to eat
5	fantastic and testy good for me to.
5	it's not shorba. it's mutton curry
5	the restaurant should have tandoori roti.. as paratha and kulcha not that good..
5	Its was amazing really.try it once good quality maintained by Ginger team specially Prashant is good team member also managing.  
4	I just want to ask where were chole in pindi chole masala. I hardly found any chickpea in it.
5	Chikan tikka  masal was so lovely test  First time try but so nice test realy good ....I will oder again masala street 
